ID;Original_Species;Actual_Species;Abundance
142;Oligoryzomys flavescens;Oligoryzomys flavescens;36
142;Oligoryzomys nigripes;Oligoryzomys nigripes;26
142;Oxymycterus judex;Oxymycterus quaestor;1
143;Akodon montensis;Akodon montensis;63
143;Oligoryzomys flavescens;Oligoryzomys flavescens;19
143;Oligoryzomys nigripes;Oligoryzomys nigripes;22
143;Thaptomys nigrita;Thaptomys nigrita;10
144;Akodon montensis;Akodon montensis;37
144;Mus musculus;Mus musculus;10
144;Oligoryzomys flavescens;Oligoryzomys flavescens;1
144;Oligoryzomys nigripes;Oligoryzomys nigripes;83
144;Sooretamys angouya;Sooretamys angouya;7
144;Thaptomys nigrita;Thaptomys nigrita;4
145;Akodon azarae;Akodon azarae;6
145;Akodon montensis;Akodon montensis;46
145;Akodon paranaensis;Akodon paranaensis;3
145;Delomys dorsalis;Delomys dorsalis;28
145;Monodelphis sp.;Monodelphis sp.;1
145;Oligoryzomys nigripes;Oligoryzomys nigripes;141
146;Akodon montensis;Akodon montensis;154
146;Brucepattersonius iheringi;Brucepattersonius iheringi;19
146;Brucepattersonius sp.1;Brucepattersonius sp.1;5
146;Brucepattersonius sp.2;Brucepattersonius sp.2;3
146;Didelphis albiventris;Didelphis albiventris;7
146;Lutreolina crassicaudata;Lutreolina crassicaudata;1
146;Micoureus demerarae;Marmosa paraguayana;8
146;Oligoryzomys nigripes;Oligoryzomys nigripes;34
146;Rattus sp.;Rattus sp.;3
146;Oryzomys angouya;Sooretamys angouya;12
146;Thaptomys nigrita;Thaptomys nigrita;3
147;Akodon azarae;Akodon azarae;1
147;Akodon montensis;Akodon montensis;502
147;Brucepattersonius iheringi;Brucepattersonius iheringi;2
147;Delomys dorsalis;Delomys dorsalis;377
147;Didelphis aurita;Didelphis aurita;1
147;Euryoryzomys russatus;Euryoryzomys russatus;3
147;Gracilinanus microtarsus;Gracilinanus microtarsus;1
147;Monodelphis sp.;Monodelphis sp.;5
147;Oligoryzomys sp.;Oligoryzomys sp.;69
147;Philander frenatus;Philander frenatus;11
147;Sooretamys angouya;Sooretamys angouya;48
147;Thaptomys nigrita;Thaptomys nigrita;3
148;Akodon montensis;Akodon montensis;46
148;Akodon paranaensis;Akodon paranaensis;6
148;Akodon sp.1;Akodon sp.;1
148;Brucepattersonius iheringi;Brucepattersonius iheringi;2
148;Delomys dorsalis;Delomys dorsalis;7
148;Akodon sp.2;Deltamys sp. nov.;43
148;Monodelphis dimidiata;Monodelphis dimidiata;10
148;Oligoryzomys flavescens;Oligoryzomys flavescens;3
148;Oligoryzomys nigripes;Oligoryzomys nigripes;51
148;Oxymycterus nasutus;Oxymycterus nasutus;87
148;Philander frenatus;Philander frenatus;1
148;Scapteromys sp.;Scapteromys meridionalis;1
148;Thaptomys nigrita;Thaptomys nigrita;5
149;Akodon montensis;Akodon montensis;23
149;Akodon serrensis;Castoria angustidens;12
149;Delomys dorsalis;Delomys dorsalis;25
149;Gracilinanus microtarsus;Gracilinanus microtarsus;20
149;Juliomys sp.;Juliomys sp.;18
149;Monodelphis dimidiata;Monodelphis dimidiata;5
149;Oligoryzomys flavescens;Oligoryzomys flavescens;7
149;Oligoryzomys nigripes;Oligoryzomys nigripes;3
149;Oligoryzomys sp.;Oligoryzomys sp.;1
149;Sooretamys angouya;Sooretamys angouya;8
149;Thaptomys nigrita;Thaptomys nigrita;3
150;Akodon azarae;Akodon azarae;3
150;Akodon montensis;Akodon montensis;33
150;Oryzomys intermedius;Euryoryzomys russatus;30
150;Oligoryzomys nigripes;Oligoryzomys nigripes;37
150;Rattus rattus;Rattus rattus;1
150;Oryzomys ratticeps;Sooretamys angouya;2
151;Akodon montensis;Akodon montensis;91
151;Didelphis aurita;Didelphis aurita;2
151;Juliomys sp.;Juliomys sp.;1
151;Mus musculus;Mus musculus;2
151;Oligoryzomys nigripes;Oligoryzomys nigripes;27
151;Sooretamys angouya;Sooretamys angouya;13
151;Thaptomys nigrita;Thaptomys nigrita;6
152;Akodon montensis;Akodon montensis;47
152;Didelphis albiventris;Didelphis albiventris;11
152;Gracilinanus microtarsus;Gracilinanus microtarsus;2
152;Mus musculus;Mus musculus;1
152;Oligoryzomys nigripes;Oligoryzomys nigripes;4
152;Sooretamys angouya;Sooretamys angouya;10
153;Akodon montensis;Akodon montensis;5
153;Akodon sp.;Akodon sp.;2
153;Didelphis albiventris;Didelphis albiventris;1
153;Gracilinanus microtarsus;Gracilinanus microtarsus;1
153;Oligoryzomys nigripes;Oligoryzomys nigripes;57
153;Oryzomys angouya;Sooretamys angouya;12
154;Akodon montensis;Akodon montensis;7
154;Oligoryzomys nigripes;Oligoryzomys nigripes;9
154;Sooretamys angouya;Sooretamys angouya;7
155;Akodon reigi;Akodon reigi;15
155;Didelphis albiventris;Didelphis albiventris;1
155;Lutreolina crassicaudata;Lutreolina crassicaudata;1
155;Oligoryzomys flavescens;Oligoryzomys flavescens;2
155;Oligoryzomys nigripes;Oligoryzomys nigripes;34
155;Rattus rattus;Rattus rattus;1
155;Sooretamys angouya;Sooretamys angouya;3
156;Cryptonanus guahybae;Cryptonanus guahybae;4
156;Deltamys kempi;Deltamys kempi;5
156;Didelphis albiventris;Didelphis albiventris;16
156;Holochilus brasiliensis;Holochilus brasiliensis;2
156;Mus musculus;Mus musculus;2
156;Oligoryzomys flavescens;Oligoryzomys flavescens;5
156;Oligoryzomys nigripes;Oligoryzomys nigripes;36
156;Scaptereromys tumidus;Scaptereromys tumidus;19
157;Cryptonanus guahybae;Cryptonanus guahybae;5
157;Deltamys kempi;Deltamys kempi;5
157;Didelphis albiventris;Didelphis albiventris;18
157;Lutreolina crassicaudata;Lutreolina crassicaudata;4
157;Oligoryzomys flavescens;Oligoryzomys flavescens;8
157;Oligoryzomys nigripes;Oligoryzomys nigripes;92
157;Oxymycterus nasutus;Oxymycterus nasutus;10
157;Rattus rattus;Rattus rattus;1
157;Scaptereromys tumidus;Scaptereromys tumidus;2
